,level_0,Unnamed: 0,index,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
963,963,963,976,Nature's Fynd,1000000000.0,19-07-2021,Other,Chicago,United States,North America,2012,463000000,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures"
964,964,964,977,Newlink Group,1000000000.0,10-07-2020,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,655000000,"JOY Capital, NIO Capital, Blueflame Capital"
965,965,965,978,News Break,1000000000.0,07-01-2021,Internet software & services,Mountain View,United States,North America,2015,151000000,"IDG Capital, Francisco Partners, ZhenFund"
966,966,966,979,Newsela,1000000000.0,25-02-2021,Internet software & services,New York,United States,North America,2013,172000000,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners"
967,967,967,981,NoBroker,1000000000.0,23-11-2021,Internet software & services,Bengaluru,India,Asia,2014,424000000,"General Atlantic, Elevation Capital, BEENEXT"
968,968,968,982,Noname Security,1000000000.0,15-12-2021,Cybersecurity,Palo Alto,United States,North America,2020,220000000,"Insight Partners, Lightspeed Venture Partners, CyberStarts"
969,969,969,983,Numbrs,1000000000.0,22-08-2019,Fintech,Zurich,Switzerland,Europe,1999,105000000,"Investment Corporation of Dubai, Centralway"
970,970,970,984,Omada Health,1000000000.0,23-02-2022,Health,San Francisco,United States,North America,2011,449000000,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz"
971,971,971,985,Omio,1000000000.0,23-10-2018,Travel,Berlin,Germany,Europe,2013,396000000,"Lakestar, Battery Ventures, New Enterprise Associates"
972,972,972,987,OpenWeb,1000000000.0,09-11-2021,Internet software & services,New York,United States,North America,2012,223000000,"Insight Partners, AltaIR Capital, Norma Investments"
973,973,973,988,Orbbec Technology,1000000000.0,21-05-2018,Hardware,Shenzhen,China,Asia,2013,200000000,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China"
974,974,974,989,Orca Bio,1000000000.0,17-06-2020,Health,Menlo Park,United States,North America,2016,192000000,"Lightspeed Venture Partners, Data Collective, 8VC"
975,975,975,990,Orchard,1000000000.0,09-09-2021,Fintech,New York,United States,North America,2017,252000000,"Accomplice, Juxtapose, FirstMark Capital"
976,976,976,991,Owkin,1000000000.0,18-11-2021,Artificial Intelligence,New York,United States,North America,2016,254000000,"Google Ventures, Cathay Innovation, NJF Capital"
977,977,977,992,PandaDoc,1000000000.0,22-09-2021,Internet software & services,San Francisco,United States,North America,2016,51000000,"Rembrandt Venture Partners, M12, Altos Ventures"
978,978,978,993,Pat McGrath Labs,1000000000.0,16-07-2018,Consumer & retail,New York,United States,North America,2016,60000000,"One Luxury Group, Eurazeo"
979,979,979,995,Payhawk,1000000000.0,14-02-2022,Fintech,London,United Kingdom,Europe,2018,239000000,"Earlybird Venture Capital, Eleven Ventures, QED Investors"
980,980,980,996,Pentera,1000000000.0,11-01-2022,Cybersecurity,Petah Tikva,Israel,Asia,2015,190000000,"AWZ Ventures, Blackstone, Insight Partners"
981,981,981,997,Pet Circle,1000000000.0,06-12-2021,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,125000000,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners"
982,982,982,998,PicsArt,1000000000.0,26-08-2021,Mobile & telecommunications,San Francisco,United States,North America,2011,195000000,"Sequoia Capital, DCM Ventures, Insight Partners"
983,983,983,999,PLACE,1000000000.0,17-11-2021,Internet software & services,Bellingham,United States,North America,2020,100000000,"Goldman Sachs Asset Management, 3L"
984,984,984,1000,Placer.ai,1000000000.0,12-01-2022,Artificial intelligence,Los Altos,United States,North America,2016,166000000,"Fifth Wall Ventures, JBV Capital, Array Ventures"
985,985,985,1001,Playco,1000000000.0,21-09-2020,Other,Tokyo,Japan,Asia,2020,140000000,"Sozo Ventures, Caffeinated Capital, Sequoia Capital"
986,986,986,1002,Poizon,1000000000.0,29-04-2019,Mobile & telecommunications,Shanghai,China,Asia,2015,1000000000,"DST Global, Sequoia Capital China, Gaorong Capital"
987,987,987,1003,PPRO,1000000000.0,19-01-2021,Fintech,London,United Kingdom,Europe,2006,370000000,"Wellington Management, Eurazeo, Citi Ventures"
988,988,988,1004,Printful,1000000000.0,24-05-2021,Other,Charlotte,United States,North America,2016,130000000,Bregal Sagemount
989,989,989,1005,Quantum Metric,1000000000.0,07-01-2021,Data management & analytics,Colorado Springs,United States,North America,2015,226000000,"Insight Partners, Bain Capital Ventures"
990,990,990,1006,Quizlet,1000000000.0,13-05-2020,Edtech,San Francisco,United States,North America,2005,62000000,"Union Square Ventures, Altos Ventures, Costanoa Ventures"
991,991,991,1007,RapidAPI,1000000000.0,23-03-2022,Internet software & services,San Francisco,United States,North America,2015,273000000,"Green Bay Ventures, M12, Andreessen Horowitz"
992,992,992,1008,Razor,1000000000.0,08-11-2021,Consumer & retail,Berlin,Germany,Europe,2020,167000000,"Global Founders Capital, 468 Capital, Redalpine Venture Partners"
993,993,993,1009,Red Ventures,1000000000.0,07-01-2015,Other,Fort Mill,United States,North America,2000,250000000,"Silver Lake Partners, General Atlantic"
994,994,994,1010,REEF Technology,1000000000.0,10-12-2018,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,2000000000,"Target Global, UBS Asset Management, Mubadala Capital"
995,995,995,1011,ReliaQuest,1000000000.0,01-12-2021,Cybersecurity,Tampa,United States,North America,2007,330000000,"KKR, FTV Capital, Ten Eleven Ventures"
996,996,996,1012,Revolution Precrafted,1000000000.0,23-10-2017,Other,Manila,Philippines,Asia,2015,15000000,"K2 Global, 500 Startups"
997,997,997,1013,Rothy's,1000000000.0,21-12-2021,Consumer & retail,San Francisco,United States,North America,2016,484000000,"Alpargatas, GS Growth, Lightspeed Venture Partners"
998,998,998,1014,SaltPay,1000000000.0,09-04-2021,Fintech,London,United Kingdom,Europe,2019,1000000000,"Tiger Global Management, Hedosophia"
999,999,999,1015,Savage X Fenty,1000000000.0,10-02-2021,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,310000000,"Speedinvest, Valar Ventures, Uniqa Ventures"
1000,1000,1000,1016,Scalapay,1000000000.0,23-02-2022,Fintech,Milan,Italy,Europe,2019,416000000,"Fasanara Capital, Tiger Global Management, Baleen Capital"
1001,1001,1001,1017,Scandit,1000000000.0,09-02-2022,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,273000000,"Atomico, NGP Capital, Google Ventures"
1002,1002,1002,1018,Sentry,1000000000.0,18-02-2021,Other,San Francisco,United States,North America,2011,127000000,"New Enterprise Associates, Accel, Bond"
1003,1003,1003,1019,Shield AI,1000000000.0,24-08-2021,Artificial intelligence,San Diego,United States,North America,2015,328000000,"Andreessen Horowitz, Homebrew, Point72 Ventures"
1004,1004,1004,1020,Shift Technology,1000000000.0,06-05-2021,Artificial intelligence,Paris,France,Europe,2014,545000000,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures"
1005,1005,1005,1021,ShipBob,1000000000.0,29-06-2021,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,331000000,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures"
1006,1006,1006,1022,Shippo,1000000000.0,02-06-2021,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,154000000,"Version One Ventures, Uncork Capital, Bessemer Venture Partners"
1007,1007,1007,1023,Sidecar Health,1000000000.0,26-01-2021,Fintech,El Segundo,United States,North America,2018,163000000,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures"
1008,1008,1008,1024,Sift,1000000000.0,22-04-2021,Artificial intelligence,San Francisco,United States,North America,2011,157000000,"Union Square Ventures, Insight Partners, Spark Capital"
1009,1009,1009,1025,Skydio,1000000000.0,25-02-2021,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,340000000,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel"
1010,1010,1010,1026,Slice,1000000000.0,28-11-2021,Fintech,Bengaluru,India,Asia,2015,249000000,"Gunosy Capital, Blume Ventures, Das Capital"
1011,1011,1011,1027,SmartAsset,1000000000.0,24-06-2021,Fintech,New York,United States,North America,2012,161000000,"Javelin Venture Partners, TTV Capital, Peterson Ventures"
1012,1012,1012,1028,SMS Assist,1000000000.0,07-06-2016,Internet software & services,Chicago,United States,North America,2003,255000000,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital"
1013,1013,1013,1029,SnapLogic,1000000000.0,13-12-2021,Internet software & services,San Mateo,United States,North America,2006,371000000,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"
1014,1014,1014,1030,Snorkel AI,1000000000.0,09-08-2021,Artificial intelligence,Palo Alto,United States,North America,2019,135000000,"Greylock Partners, Google Ventures, BlackRock"
1015,1015,1015,1031,Solo.io,1000000000.0,07-10-2021,Internet software & services,Cambridge,United States,North America,2017,172000000,"True Ventures, Altimeter Capital, Redpoint Ventures"
1016,1016,1016,1032,SoundHound,1000000000.0,03-05-2018,Artificial intelligence,Santa Clara,United States,North America,2005,215000000,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera"
1017,1017,1017,1033,Splashtop,1000000000.0,27-01-2021,Internet software & services,San Jose,United States,North America,2006,114000000,"Storm Ventures, DFJ DragonFund, New Enterprise Associates"
1018,1018,1018,1034,Standard,1000000000.0,17-02-2021,Artificial intelligence,San Francisco,United States,North America,2017,239000000,"CRV, Y Combinator, Initialized Capital"
1019,1019,1019,1035,Stytch,1000000000.0,18-11-2021,Cybersecurity,San Francisco,United States,North America,2020,126000000,"Index Ventures, Benchmark, Thrive Capital"
1020,1020,1020,1036,Swile,1000000000.0,11-10-2021,Fintech,Montpellier,France,Europe,2016,326000000,"Index Ventures, IDInvest Partners, Daphni"
1021,1021,1021,1037,Tarana Wireless,1000000000.0,23-03-2022,Mobile & telecommunications,Milpitas,United States,North America,2009,376000000,"Prime Movers Lab, Khosla Ventures, I Squared Capital"
1022,1022,1022,1038,TechStyle Fashion Group,1000000000.0,29-08-2014,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,336000000,"Matrix Partners, Passport Capital, Rho Ventures"
1023,1023,1023,1039,TensTorrent,1000000000.0,05-05-2021,Artificial intelligence,Toronto,Canada,North America,2016,235000000,"Eclipse Ventures, Fidelity Investments, Moore Capital Management"
1024,1024,1024,1040,TERMINUS Technology,1000000000.0,25-10-2018,Hardware,Beijing,China,Asia,2015,623000000,"China Everbright Limited, IDG Capital, iFLYTEK"
1025,1025,1025,1041,Tezign,1000000000.0,02-11-2021,Internet software & services,Shanghai,China,Asia,2015,151000000,"Sequoia Capital China, Linear Venture, Hearst Ventures"
1026,1026,1026,1042,The Zebra,1000000000.0,12-04-2021,E-commerce & direct-to-consumer,Austin,United States,North America,2012,257000000,"Silverton Partners, Accel, Ballast Point Ventures"
1027,1027,1027,1043,Thirty Madison,1000000000.0,02-06-2021,Health,New York,United States,North America,1993,210000000,"Northzone Ventures, Maveron, Johnson & Johnson Innovation"
1028,1028,1028,1044,Thought Machine,1000000000.0,29-11-2021,Fintech,London,United Kingdom,Europe,2014,403000000,"British Patient Capital, SEB Venture Capital, IQ Capital"
1029,1029,1029,1045,Timescale,1000000000.0,22-02-2022,Internet software & services,New York,United States,North America,2015,181000000,"New Enterprise Associates, Benchmark, Two Sigma Ventures"
1030,1030,1030,1046,Tractable,1000000000.0,16-06-2021,Artificial intelligence,London,United Kingdom,Europe,2014,120000000,"Insight Partners, Ignition Partners, Georgian Partners"
1031,1031,1031,1047,Tresata,1000000000.0,10-10-2018,Fintech,Charlotte,United States,North America,2011,51000000,GCP Capital Partners
1032,1032,1032,1048,TrialSpark,1000000000.0,30-09-2021,Health,New York,United States,North America,2014,156000000,"Sequoia Capital, Thrive Capital, Sound Ventures"
1033,1033,1033,1049,TrueLayer,1000000000.0,21-09-2021,Fintech,London,United Kingdom,Europe,2016,271000000,"Anthemis, Connect Ventures, Northzone Ventures"
1034,1034,1034,1050,Unico,1000000000.0,03-08-2021,Artificial intelligence,Sao Paulo,Brazil,South America,2007,237000000,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures"
1035,1035,1035,1051,Vagaro,1000000000.0,03-11-2021,Internet software & services,Dublin,United States,North America,2009,163000000,FTV Capital
1036,1036,1036,1052,Vedantu,1000000000.0,29-09-2021,Edtech,Bengaluru,India,Asia,2014,292000000,"Accel, Tiger Global Management, Omidyar Network"
1037,1037,1037,1053,Veev,1000000000.0,24-02-2022,Internet software & services,San Mateo,United States,North America,2008,585000000,"Zeev Ventures, Bond, Fifth Wall Ventures"
1038,1038,1038,1054,Vise,1000000000.0,18-05-2021,Fintech,New York,United States,North America,2016,128000000,"Sequoia Capital, Founders Fund, Bling Capital"
1039,1039,1039,1055,Visier,1000000000.0,29-06-2021,Internet software & services,Vancouver,Canada,North America,2010,217000000,"Foundation Capital, Summit Partners, Adams Street Partners"
1040,1040,1040,1056,VOI,1000000000.0,21-12-2021,Travel,Stockholm,Sweden,Europe,2018,516000000,"Vostok New Ventures, The Raine Group, Balderton Capital"
1041,1041,1041,1057,Vox Media,1000000000.0,12-08-2015,Internet software & services,Washington,United States,North America,2011,308000000,"Accel Partners, Comcast Ventures, General Atlantic"
1042,1042,1042,1058,VTS,1000000000.0,07-05-2019,Internet software & services,New York,United States,North America,2012,187000000,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners"
1043,1043,1043,1059,Watershed,1000000000.0,08-02-2022,Internet software & services,San Francisco,United States,North America,2019,70000000,"Kleiner Perkins Caufield & Byers, Sequoia Capital"
1044,1044,1044,1060,Weights & Biases,1000000000.0,13-10-2021,Internet software & services,San Francisco,United States,North America,2017,200000000,"Coatue Management, Insight Partners, Trinity Ventures"
1045,1045,1045,1062,Womai,1000000000.0,12-10-2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,330000000,"SAIF Partners China, Baidu, IDG Capital"
1046,1046,1046,1063,Wrapbook,1000000000.0,10-11-2021,Fintech,New York,United States,North America,2018,131000000,"Equal Ventures, Uncork Capital, Andreessen Horowitz"
1047,1047,1047,1064,Xendit,1000000000.0,14-09-2021,Fintech,Jakarta,Indonesia,Asia,2014,215000000,"Accel, Y Combinator, Amasia"
1048,1048,1048,1065,XForcePlus,1000000000.0,01-06-2021,Internet software & services,Shanghai,China,Asia,2015,200000000,"Eastern Bell Capital, Danhua Capital, MSA Capital"
1049,1049,1049,1066,YH Global,1000000000.0,21-09-2017,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1997,182000000,"Co-Energy Finance, Grandland"
1050,1050,1050,1067,YipitData,1000000000.0,06-12-2021,Internet software & services,New York,United States,North America,2008,492000000,"RRE Ventures+, Highland Capital Partners, The Carlyle Group"
1051,1051,1051,1068,Yunxuetang,1000000000.0,29-03-2021,Edtech,Suzhou,China,Asia,2011,389000000,"Matrix Partners China, Sequoia Capital China, Hundreds Capital"
1052,1052,1052,1069,Zhaogang,1000000000.0,29-06-2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,379000000,"K2 Ventures, Matrix Partners China, IDG Capital"
1053,1053,1053,1070,Zhuan Zhuan,1000000000.0,18-04-2017,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,990000000,"58.com, Tencent Holdings"
1054,1054,1054,1071,Zihaiguo,1000000000.0,06-05-2021,Consumer & retail,Chongqing,China,Asia,2018,80000000,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China"
1055,1055,1055,1072,Zopa,1000000000.0,19-10-2021,Fintech,London,United Kingdom,Europe,2005,792000000,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures"
1056,1056,1056,1073,Zwift,1000000000.0,16-09-2020,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,620000000,"Novator Partners, True, Causeway Media Partners"
